SectionID,Latitude,Longitude,Altitude,OHEMas,EngFeature,TRDFeature,PWI,Division,Remark,Satellites,ModifiedDate
ADI - MAN,23.023508,72.601298,11.28477,495/2042,ADI  PL-3,,,ADI,,4,
ADI - MAN,23.023045,72.601378,6.575802,495/1028,ADI  PL-3,,,ADI,,4,
ADI - MAN,23.022782,72.601453,7.14608,495/2022,,,,ADI,,4,
ADI - MAN,23.022404,72.601471,13.46438,495/04,Mast on DN Side,T -O No 406 & S-I,,ADI,,4,
ADI - MAN,23.021967,72.601567,11.75147,495/02,Mast on DN Side,DIAMOND X-ing,,ADI,,4,
ADI - MAN,23.021783,72.601701,6.098503,494/46,Mast on DN Side,DIAMOND X-ing 424,,ADI,,4,
ADI - MAN,23.021329,72.601728,0.3045959,494/43,,T-Out No 425,,ADI,,4,
ADI - MAN,23.02108,72.60188,4.305229,494/41,ROB Gomtipur,T-Out No 430,,ADI,,4,
ADI - MAN,23.020696,72.602009,0.3658905,494/37,ROB Gomtipur &S-179,T-Out No 431,,ADI,,4,
ADI - MAN,23.020462,72.602221,16.07821,494/35,,X-Over  No 461,,ADI,,4,
ADI - MAN,23.020105,72.602355,43.06974,494/33,ADI/SSP,X-Over  No 468,,ADI,,4,
ADI - MAN,23.019757,72.602425,32.84809,494/29,ADI/SSP,X-Over  No 467,,ADI,,4,
ADI - MAN,23.019476,72.602431,24.96358,494/27,,X-Over  No 471 & BWA,,ADI,,4,
ADI - MAN,23.019155,72.602629,15.67032,494/25,, BWA,,ADI,,4,
ADI - MAN,23.01885,72.602759,12.73655,494/23A,,IOL  ADI/SSP,,ADI,,4,
ADI - MAN,23.018508,72.602835,0.08640289,494/21A,,IOL  ADI/SSP,,ADI,,4,
ADI - MAN,23.018163,72.602993,1.616985,494/19,,IOL  ADI/SSP,,ADI,,4,
ADI - MAN,23.017789,72.603092,4.120773,494/17,,X-Over No 477,,ADI,,4,
ADI - MAN,23.017623,72.603157,-0.6085243,494/15A,,X-Over No 478,,ADI,,4,
ADI - MAN,23.017285,72.60335,-11.70154,494/13,SEJ,,,ADI,,4,
ADI - MAN,23.01674,72.603518,-4.417946,494/11,,FTA,,ADI,,4,
ADI - MAN,23.016148,72.603816,-0.8216689,494/09,,,,ADI,,4,
ADI - MAN,23.015713,72.604059,-0.6574402,494/07,,,,ADI,,4,
ADI - MAN,23.015036,72.604242,0.562397,494/05,,,,ADI,,4,
ADI - MAN,23.014647,72.604627,4.810894,494/03,,,,ADI,,4,
ADI - MAN,23.014803,72.6051,5.20537,494/01A,,,,ADI,,4,
ADI - MAN,23.014803,72.6051,5.20537,493/43,Deisel Shed,ACA,,ADI,,4,
ADI - MAN,23.014803,72.6051,5.20537,493/41,Curve No 16,ACC,,ADI,,4,
ADI - MAN,23.012298,72.605612,-6.793324,493/39,Curve No 16,ACA,,ADI,,4,
ADI - MAN,23.011792,72.605819,-8.520805,493/37,S-12,,,ADI,,4,
ADI - MAN,23.011172,72.606026,-11.957,493/35,,,,ADI,,4,
ADI - MAN,23.010602,72.606289,-18.2834,493/33,SEJ,,,ADI,,4,
ADI - MAN,23.010246,72.606447,-22.13352,493/31A,SEJ & Curve No 15,,,ADI,,4,
ADI - MAN,23.009721,72.606701,-30.49035,493/29,Curve No 15,T-Out No 125,,ADI,,4,
ADI - MAN,23.009356,72.606779,-26.49943,493/27,Curve No 15,BWA & UIOL,,ADI,,4,
ADI - MAN,23.008861,72.607015,-14.35857,493/21,, IOL of SM-167 & BWA,,ADI,,4,
ADI - MAN,23.008299,72.607308,-13.60702,493/19,, IOL of SM-167 ,,ADI,,4,
ADI - MAN,23.007818,72.607717,33.86912,493/15,ANUPAM ROB, BWA ,,ADI,,4,
ADI - MAN,23.007366,72.607726,9.186626,493/11,ANUPAM ROB, X-OVER NO. 105,,ADI,,4,
ADI - MAN,23.007178,72.607813,8.305229,493/09B,DETC SHED KKF,,,ADI,,4,
ADI - MAN,23.006877,72.60789,9.56768,493/09A,DETC SHED KKF,X-OVER NO. 102,,ADI,,4,
ADI - MAN,23.006537,72.608116,8.710102,493/07,,BWA,,ADI,,4,
ADI - MAN,23.006074,72.608266,4.984581,493/05,SEJ,DETC SHED PT. 103,,ADI,,4,
ADI - MAN,23.005528,72.608559,6.430264,493/01,,,,ADI,,4,
ADI - MAN,23.005006,72.608788,2.623951,492/29,,,,ADI,,4,
ADI - MAN,23.004489,72.608993,2.960297,492/27,OHE DEPOT,,,ADI,,4,
ADI - MAN,23.003878,72.609278,5.669567,492/25,,,,ADI,,4,
ADI - MAN,23.003281,72.609554,4.528923,492/23,,,,ADI,,4,
ADI - MAN,23.00268,72.609774,4.249329,492/21,,BWA,,ADI,,4,
ADI - MAN,23.00213,72.610053,6.174335,492/19,,IOL SM- 165,,ADI,,4,
ADI - MAN,23.001502,72.610293,4.381298,492/17,S-492 15,IOL ,,ADI,,4,
ADI - MAN,23.000922,72.610596,1.966297,492/15,,BWA,,ADI,,4,
ADI - MAN,23.000338,72.610843,0.4742088,492/13,MAN ROB MAN PL-2,,,ADI,,4,
ADI - MAN,22.999719,72.611132,1.362061,492/11,MAN PL-2,,,ADI,,4,
ADI - MAN,22.99931,72.611411,2.621349,492/09,MAN PL-2,,,ADI,,4,
ADI - MAN,22.998544,72.61165,4.929047,492/07,MAN PL-2 FOB,,,ADI,,4,
ADI - MAN,22.998222,72.611803,-2.269634,492/05,MAN PL-2 FOB,,,ADI,,4,
ADI - MAN,22.99777,72.612049,-2.18655,492/03,MAN PL-2 ,,,ADI,,4,
ADI - MAN,22.997316,72.612235,-1.901085,492/01,MAN PL-2 ,,,ADI,,4,
MAN - VTA,22.996689,72.612545,2.651722,491/27,MAN PL-2,ACA,,ADI,,4,
MAN - VTA,22.996212,72.612758,2.204781,491/25,S- A49123,ACC,,ADI,,4,
MAN - VTA,22.995596,72.613003,-2.036621,491/23,,ACA,,ADI,,4,
MAN - VTA,22.995223,72.613209,0.3137169,491/21A,LC- 308,,,ADI,,4,
MAN - VTA,22.994729,72.613365,-1.618706,491/ 21,,,,ADI,,4,
MAN - VTA,22.994391,72.613518,2.478764,491/19,,LC - AT,,ADI,,4,
MAN - VTA,22.993823,72.613783,-1.294155,491/17,,,,ADI,,4,
MAN - VTA,22.993229,72.614058,-2.209946,491/15,,,,ADI,,4,
MAN - VTA,22.992619,72.614397,0.6131516,491/13,,,,ADI,,4,
MAN - VTA,22.992013,72.614655,0.580719,491/11,,FTA,,ADI,,4,
MAN - VTA,22.991394,72.614877,-4.901257,491/09,,UIOL,,ADI,,4,
MAN - VTA,22.990799,72.615162,-2.435146,491/07,,UIOL,,ADI,,4,
MAN - VTA,22.990197,72.615469,2.782585,491/05,,BWA,,ADI,,4,
MAN - VTA,22.989615,72.61572,2.124783,491/03,S- A 49101,,,ADI,,4,
MAN - VTA,22.988992,72.615993,1.929157,491/01,,,,ADI,,4,
MAN - VTA,22.988398,72.616261,0.2154007,490/29,,,,ADI,,4,
MAN - VTA,22.987941,72.616464,4.698654,490/27 A,DAXINI ROB,,,ADI,,4,
MAN - VTA,22.987634,72.616557,-2.477673,490/ 27 ,,BWA,,ADI,,4,
MAN - VTA,22.987191,72.616794,-1.703529,490/25,,UIOL,,ADI,,4,
MAN - VTA,22.986581,72.61704,1.862267,490/23,CANAL,UIOL,,ADI,,4,
MAN - VTA,22.986035,72.617292,-3.358425,490/21,,BWA,,ADI,,4,
MAN - VTA,22.985455,72.617544,-2.003227,490/19,,,,ADI,,4,
MAN - VTA,22.984863,72.617812,-3.222446,490/ 17 ,,,,ADI,,4,
MAN - VTA,22.984237,72.618075,3.714668,490/ 15 ,S-A49013,,,ADI,,4,
MAN - VTA,22.983658,72.618368,7.348297,490/ 13,,,,ADI,,4,
MAN - VTA,22.983055,72.618637,12.06726,490/ 11,,,,ADI,,4,
MAN - VTA,22.982455,72.618901,6.110844,490/ 09,,ACA,,ADI,,4,
MAN - VTA,22.981861,72.619173,9.579781,490/ 07,CADILA ROB,ACC,,ADI,,4,
MAN - VTA,22.981676,72.619245,4.187729,490/ 05 ,CADILA ROB,ACA,,ADI,,4,
MAN - VTA,22.981675,72.619252,3.574692,490/05 A,CADILA ROB,ACA,,ADI,,4,
MAN - VTA,22.98064,72.619621,3.218731,490/03,,,,ADI,,4,
MAN - VTA,22.980129,72.619946,4.050686,490/01,,,,ADI,,4,
MAN - VTA,22.979525,72.620187,6.823193,489/27,,,,ADI,,4,
MAN - VTA,22.978948,72.620491,7.328285,489/25,S-A48923,,,ADI,,4,
MAN - VTA,22.978298,72.620767,9.298954,489/23,,,,ADI,,4,
MAN - VTA,22.977689,72.621019,9.837383,489/21,LC-307,LC-AT,,ADI,,4,
MAN - VTA,22.977177,72.620891,3.174335,489/19,,BWA,,ADI,,4,
MAN - VTA,22.976571,72.62166,31.44369,489/17,,UNIOL,,ADI,,4,
MAN - VTA,22.975884,72.621761,23.7174,489/15,,UNIOL,,ADI,,4,
MAN - VTA,22.975366,72.622,19.25014,489/13,,BWA,,ADI,,4,
MAN - VTA,22.975383,72.621943,19.25255,489/11,,,,ADI,,4,
MAN - VTA,22.975383,72.621943,19.25255,489/09,,,,ADI,,4,
MAN - VTA,22.975383,72.621943,19.25255,489/07,,,,ADI,,4,
MAN - VTA,22.975383,72.621943,19.25255,489/05,,,,ADI,,4,
MAN - VTA,22.97236,72.623408,-1.850471,489/03,,,,ADI,,4,
MAN - VTA,22.971765,72.623677,1.184353,489/01,A48829,,,ADI,,4,
MAN - VTA,22.971114,72.62405,-6.035072,488/29,,ACA,,ADI,,4,
MAN - VTA,22.9706,72.624241,8.977985,488/27,,ACC,,ADI,,4,
MAN - VTA,22.969961,72.624447,14.9194,488/25,,ACA,,ADI,,4,
MAN - VTA,22.969424,72.624854,0.5707321,488/23,,PTFE,,ADI,,4,
MAN - VTA,22.968741,72.625053,-2.947285,488/21,,,,ADI,,4,
MAN - VTA,22.968128,72.625335,-4.899487,488/19,,,,ADI,,4,
MAN - VTA,22.967544,72.625617,-6.875443,488/17,,,,ADI,,4,
MAN - VTA,22.96696,72.625907,-13.57199,488/15,,,,ADI,,4,
MAN - VTA,22.966407,72.626102,-18.53545,488/13S,S 46,BWA,,ADI,,4,
MAN - VTA,22.965807,72.626386,-1.323284,488/11,,IOL,,ADI,,4,
MAN - VTA,22.965294,72.626611,-2.264851,488/09,,IOL,,ADI,,4,
MAN - VTA,22.964798,72.626826,0.4746284,488/5A,,BWA,,ADI,,4,
MAN - VTA,22.964413,72.62704,2.609402,488 / 5,X/O P NO- 134,BWA,,ADI,,4,
MAN - VTA,22.963868,72.627293,3.558048,488 / 3A,,,,ADI,,4,
MAN - VTA,22.96366,72.627414,-0.3478394,488/ 1,,,,ADI,,4,
MAN - VTA,22.963337,72.627577,-2.840229,487/29,SEJ,BWA,,ADI,,4,
MAN - VTA,22.962829,72.627799,-6.818031,487/27,,UNIOL,,ADI,,4,
MAN - VTA,22.962304,72.628058,-13.42853,487/25,VTA ROB,UNIOL,,ADI,,4,
MAN - VTA,22.961825,72.628342,-9.938843,487/23,,FTA,,ADI,,4,
MAN - VTA,22.96127,72.628614,-3.993217,487/21,,,,ADI,,4,
MAN - VTA,22.960661,72.62887,-4.901596,487/19,,,,ADI,,4,
MAN - VTA,22.96013,72.629125,-9.351147,487/17,,,,ADI,,4,
MAN - VTA,22.959449,72.629395,-9.704636,487/15,,ACA,,ADI,,4,
VTA - GER,22.958875,72.629703,2.437637,487/13,VTA PL.-1,ACC,,ADI,,4,
VTA - GER,22.958875,72.629703,2.437637,487/11,,ACA & FTA,,ADI,,4,
VTA - GER,22.958875,72.629703,2.437637,487/09,S-12 & SEJ,,,ADI,,4,
VTA - GER,22.958875,72.629703,2.437637,487/07,,X-OVER PT.116,,ADI,,4,
VTA - GER,22.958875,72.629703,2.437637,487/05,,,,ADI,,4,
VTA - GER,22.955843,72.630887,1.003714,487/03,,,,ADI,,4,
VTA - GER,22.955015,72.631392,8.50198,487/01,,BWA,,ADI,,4,
VTA - GER,22.954862,72.631417,7.979248,486/29,,IOL,,ADI,,4,
VTA - GER,22.954265,72.631664,10.13496,486/27,LC -305,IOL SM-159,,ADI,,4,
VTA - GER,22.953764,72.631981,9.600113,486/25,,BWA X-OVER109,,ADI,,4,
VTA - GER,22.9532,72.632301,3.248909,486/23,,,,ADI,,4,
VTA - GER,22.952632,72.632544,-0.2536278,486/21,POINT-122,BWA,,ADI,,4,
VTA - GER,22.952051,72.632828,1.571102,486/19,SEJ,,,ADI,,4,
VTA - GER,22.951445,72.63312,5.211266,486/17,,,,ADI,,4,
VTA - GER,22.950893,72.633387,16.28082,486/15,CURVE-7,,,ADI,,4,
VTA - GER,22.950244,72.633668,19.4668,486/13,CURVE-7,,,ADI,,4,
VTA - GER,22.949738,72.633938,22.53499,486/11,CURVE-7,ACA,,ADI,,4,
VTA - GER,22.949204,72.634233,21.39387,486/09,CURVE-7,ACC,,ADI,,4,
VTA - GER,22.948706,72.634534,21.33173,486/07,CURVE-7,ACA,,ADI,,4,
VTA - GER,22.948237,72.634816,19.41878,486/05,CURVE-7,,,ADI,,4,
VTA - GER,22.947762,72.635147,14.95142,486/03,CURVE-7 S-4860,,,ADI,,4,
VTA - GER,22.947258,72.635509,10.00755,486/01,CURVE-7 ,,,ADI,,4,
VTA - GER,22.946839,72.635792,7.59798,485/31,CURVE-7 ,,,ADI,,4,
VTA - GER,22.946387,72.636146,7.935448,485/29, ,,,ADI,,4,
VTA - GER,22.945903,72.636552,12.35564,485/27, CURVE-6,,,ADI,,4,
VTA - GER,22.945423,72.636905,17.34597,485/25, CURVE-6,,,ADI,,4,
VTA - GER,22.944987,72.637212,22.9733,485/23, CURVE-6,BWA,,ADI,,4,
VTA - GER,22.944488,72.637604,20.84969,485/21, CURVE-6 LC-301,UIOL,,ADI,,4,
VTA - GER,22.944053,72.637896,21.93026,485/19, CURVE-6 DIESAL SHED,UIOL,,ADI,,4,
VTA - GER,22.943634,72.6381,22.17298,485/17, CURVE-6 DIESAL SHED,BWA,,ADI,,4,
VTA - GER,22.943194,72.638381,24.80272,485/15, CURVE-6 DIESAL SHED,,,ADI,,4,
VTA - GER,22.942725,72.638504,24.11746,485/13, CURVE-6 DIESAL SHED,,,ADI,,4,
VTA - GER,22.942227,72.638715,25.66877,485/11, CURVE-6 DIESAL ,,,ADI,,4,
VTA - GER,22.941679,72.638931,27.23073,485/09, CURVE-6  ,,,ADI,,4,
VTA - GER,22.941014,72.639256,9.402451,485/07, ROB,,,ADI,,4,
VTA - GER,22.940628,72.639178,-5.755196,485/05, CURVE-5,,,ADI,,4,
VTA - GER,22.940035,72.639423,-9.631176,485/03, CURVE-5,,,ADI,,4,
VTA - GER,22.939491,72.639671,-8.040012,485/01, CURVE-5,,,ADI,,4,
VTA - GER,22.93896,72.639889,-7.418049,484/29, CURVE-5 S-48427,ACA ,,ADI,,4,
VTA - GER,22.938434,72.640163,-7.387661,484/27,,ACC AT,,ADI,,4,
VTA - GER,22.937923,72.640441,-10.14052,484/25,,ACA,,ADI,,4,
VTA - GER,22.937427,72.640721,-12.272,484/23,,,,ADI,,4,
VTA - GER,22.936853,72.641046,-10.48703,484/21,,,,ADI,,4,
VTA - GER,22.936276,72.641334,-11.28943,484/19,,,,ADI,,4,
VTA - GER,22.935699,72.641655,-6.966747,484/17,,,,ADI,,4,
VTA - GER,22.935148,72.641962,-7.438084,484/15,,,,ADI,,4,
VTA - GER,22.934577,72.642275,-7.996399,484/13,,,,ADI,,4,
VTA - GER,22.934039,72.642608,-7.933247,484/11,,BWA,,ADI,,4,
VTA - GER,22.933458,72.64288,-9.099396,484/09,,UIOL,,ADI,,4,
VTA - GER,22.932923,72.643135,-17.68617,484/07,,UIOL,,ADI,,4,
VTA - GER,22.932392,72.643529,-17.85468,484/05,,BWA,,ADI,,4,
VTA - GER,22.93185,72.643837,-16.40118,484/03,,,,ADI,,4,
VTA - GER,22.931307,72.644077,-17.37341,484/01,,,,ADI,,4,
VTA - GER,22.930747,72.644385,-17.10666,483/31,S-48329,,,ADI,,4,
VTA - GER,22.930173,72.644761,-16.59145,483/29,SEJ,,,ADI,,4,
VTA - GER,22.929664,72.64502,-9.268559,483/27,KHARI BRIDGE,,,ADI,,4,
VTA - GER,22.929202,72.645244,-6.504143,483/25,KHARI BRIDGE,,,ADI,,4,
VTA - GER,22.928644,72.645577,-10.40245,483/23,,ACA,,ADI,,4,
VTA - GER,22.928177,72.645866,-11.97949,483/21,SEJ,ACC,,ADI,,4,
VTA - GER,22.927719,72.646066,-14.66336,483/19,CURVE-3,ACA,,ADI,,4,
VTA - GER,22.927263,72.646354,-18.80969,483/17,CURVE-3,,,ADI,,4,
VTA - GER,22.926789,72.64671,-15.2787,483/15,CURVE-3,,,ADI,,4,
VTA - GER,22.926343,72.647014,-8.74958,483/13,CURVE-3,,,ADI,,4,
VTA - GER,22.925917,72.647335,-7.166573,483/11,CURVE-3,,,ADI,,4,
VTA - GER,22.925532,72.647683,-5.859745,483/09,CURVE-3,,,ADI,,4,
VTA - GER,22.925155,72.648038,-3.937042,483/07,CURVE-3,,,ADI,,4,
VTA - GER,22.924724,72.648413,-0.6464157,483/05,CURVE-3,BWA,,ADI,,4,
VTA - GER,22.924293,72.648855,-6.50489,483/03,,UIOL,,ADI,,4,
VTA - GER,22.923818,72.649312,-5.703293,483/01,,UIOL,,ADI,,4,
GER -  BJD,22.923364,72.649782,-16.34335,482/27,SEJ No 30,BWA,,BRC,,4,
GER -  BJD,22.922897,72.650254,-16.85868,482/25,,,,BRC,,4,
GER -  BJD,22.922447,72.650692,-17.19056,482/23,,,,BRC,,4,
GER -  BJD,22.92195,72.65118,-17.48147,482/21,S-46,,,BRC,,4,
GER -  BJD,22.921475,72.651652,-17.12728,482/19,,,,BRC,,4,
GER -  BJD,22.921006,72.652114,-17.31086,482/17,,,,BRC,,4,
GER -  BJD,22.920531,72.652582,-17.55146,482/15,,ACA,,BRC,,4,
GER -  BJD,22.920048,72.653065,-17.93619,482/13,,ACC,,BRC,,4,
GER -  BJD,22.919561,72.653546,-18.32726,482/11,,ACA,,BRC,,4,
GER -  BJD,22.919086,72.654016,-18.13267,482/09,,,,BRC,,4,
GER -  BJD,22.918588,72.6545,-18.0862,482/07,LC No 300,,,BRC,,4,
GER -  BJD,22.918116,72.654971,-17.72262,482/05,GER PF,,,BRC,,4,
GER -  BJD,22.917638,72.655438,-17.58859,482/03,GER PF FOB & Curve -7,,,BRC,,4,
GER -  BJD,22.917195,72.655876,-16.49703,482/01,GER PF FOB & Curve -7,AT,,BRC,,4,
GER -  BJD,22.916744,72.65629,-17.08634,481/29,GER PF& Curve -7,FTA,,BRC,,4,
GER -  BJD,22.916312,72.656676,-16.83469,481/27,GER PF& Curve -7,SM 157 & IOL,,BRC,,4,
GER -  BJD,22.915847,72.657074,-17.06621,481/25,SEJ -29 ,SM 157 - IOL,,BRC,,4,
GER -  BJD,22.915434,72.657434,-16.07573,481/23,,T-O No 103 & BWA,,BRC,,4,
GER -  BJD,22.914955,72.657837,-16.72112,481/21,Curve No 6,,,BRC,,4,
GER -  BJD,22.914524,72.65821,-17.11106,481/19,SEJ -28 & Curve No 6,BWA,,BRC,,4,
GER -  BJD,22.914104,72.658597,-17.38578,481/17,Curve No 6,BWA,,BRC,,4,
GER -  BJD,22.913658,72.659024,-16.82288,481/15,Curve No 6,UIOL,,BRC,,4,
GER -  BJD,22.913173,72.659491,-18.28723,481/13,,BWA,,BRC,,4,
GER -  BJD,22.912684,72.659967,-18.94412,481/11,,,,BRC,,4,
GER -  BJD,22.912183,72.660458,-18.86007,481/09,,,,BRC,,4,
GER -  BJD,22.911733,72.660906,-18.8084,481/07,,,,BRC,,4,
GER -  BJD,22.911226,72.661408,-18.76671,481/05,,,,BRC,,4,
GER -  BJD,22.910766,72.661866,-18.71687,481/03,,,,BRC,,4,
GER -  BJD,22.910266,72.662357,-19.37699,481/01,,ACA,,BRC,,4,
GER -  BJD,22.909793,72.662824,-19.52472,480/27,,ACC,,BRC,,4,
GER -  BJD,22.909308,72.663303,-19.76236,480/25,,ACA,,BRC,,4,
GER -  BJD,22.908811,72.663784,-20.02728,480/23,S-48021,,,BRC,,4,
GER -  BJD,22.908349,72.664254,-19.10069,480/21,,,,BRC,,4,
GER -  BJD,22.907914,72.664684,-19.82851,480/19,,,,BRC,,4,
GER -  BJD,22.907454,72.665137,-19.1067,480/17,,,,BRC,,4,
GER -  BJD,22.906978,72.665609,-19.09391,480/15,,,,BRC,,4,
GER -  BJD,22.906499,72.666085,-19.24237,480/13,,,,BRC,,4,
GER -  BJD,22.906022,72.666563,-18.93277,480/11,,BWA,,BRC,,4,
GER -  BJD,22.90553,72.667046,-18.70265,480/09,,UIOL,,BRC,,4,
GER -  BJD,22.905057,72.667518,-18.94915,480/07,,UIOL,,BRC,,4,
GER -  BJD,22.90458,72.667972,-19.80485,480/05,,BWA,,BRC,,4,
